PassengerId,Survived,Sex,Pclass,Name,Age,Titre,Last_name,First_name,SibSp,Parch,Fare,group,Deck,Cabin,Embarked
40,0,male,3,"Hendekovic, Mr. Ignjac",28.0,Mr,Hendekovic,Ignjac,0,0,7.8958,0,G,,S
41,0,male,3,"Danoff, Mr. Yoto",27.0,Mr,Danoff,Yoto,0,0,7.8958,0,G,,S
42,0,male,3,"Denkoff, Mr. Mitto",29.0,Mr,Denkoff,Mitto,0,0,7.8958,0,G,,S
43,0,male,3,"Plotcharsky, Mr. Vasil",29.0,Mr,Plotcharsky,Vasil,0,0,7.8958,0,G,,S
44,0,male,3,"Sdycoff, Mr. Todor",29.0,Mr,Sdycoff,Todor,0,0,7.8958,0,G,,S
45,0,male,3,"Pavlovic, Mr. Stefo",32.0,Mr,Pavlovic,Stefo,0,0,7.8958,0,G,,S
46,0,male,3,"Vovk, Mr. Janko",22.0,Mr,Vovk,Janko,0,0,7.8958,0,G,,S
47,0,male,3,"Sivic, Mr. Husein",40.0,Mr,Sivic,Husein,0,0,7.8958,0,G,,S
48,0,male,3,"Stoytcheff, Mr. Ilia",19.0,Mr,Stoytcheff,Ilia,0,0,7.8958,0,G,,S
49,0,male,3,"Slabenoff, Mr. Petco",29.0,Mr,Slabenoff,Petco,0,0,7.8958,0,G,,S
50,0,male,3,"Karaic, Mr. Milan",30.0,Mr,Karaic,Milan,0,0,7.8958,0,G,,S
51,0,male,3,"Bostandyeff, Mr. Guentcho",26.0,Mr,Bostandyeff,Guentcho,0,0,7.8958,0,G,,S
52,0,male,3,"Cor, Mr. Liudevit",19.0,Mr,Cor,Liudevit,0,0,7.8958,0,G,,S
53,0,male,3,"Mitkoff, Mr. Mito",29.0,Mr,Mitkoff,Mito,0,0,7.8958,0,G,,S
54,0,male,3,"Radeff, Mr. Alexander",29.0,Mr,Radeff,Alexander,0,0,7.8958,0,G,,S
55,0,male,3,"Ivanoff, Mr. Kanio",29.0,Mr,Ivanoff,Kanio,0,0,7.8958,0,G,,S
56,0,male,3,"Nankoff, Mr. Minko",29.0,Mr,Nankoff,Minko,0,0,7.8958,0,G,,S
57,0,male,3,"Jonkoff, Mr. Lalio",23.0,Mr,Jonkoff,Lalio,0,0,7.8958,0,G,,S
58,0,male,3,"Dantcheff, Mr. Ristiu",25.0,Mr,Dantcheff,Ristiu,0,0,7.8958,0,G,,S
59,0,male,3,"Balkic, Mr. Cerin",26.0,Mr,Balkic,Cerin,0,0,7.8958,0,G,,S
60,0,male,3,"Petroff, Mr. Nedelio",19.0,Mr,Petroff,Nedelio,0,0,7.8958,0,G,,S
61,0,male,3,"Laleff, Mr. Kristo",29.0,Mr,Laleff,Kristo,0,0,7.8958,0,G,,S
62,0,male,3,"Markun, Mr. Johann",33.0,Mr,Markun,Johann,0,0,7.8958,0,G,,S
63,0,male,3,"Zimmerman, Mr. Leo",29.0,Mr,Zimmerman,Leo,0,0,7.875,0,G,,S
64,0,male,3,"Johansson, Mr. Erik",22.0,Mr,Johansson,Erik,0,0,7.7958,0,G,,S
65,0,male,3,"Svensson, Mr. Olof",24.0,Mr,Svensson,Olof,0,0,7.7958,0,G,,S
66,0,male,3,"Fischer, Mr. Eberhard Thelander",18.0,Mr,Fischer,Eberhard Thelander,0,0,7.7958,0,G,,S
67,0,male,3,"Carlsson, Mr. August Sigfrid",28.0,Mr,Carlsson,August Sigfrid,0,0,7.7958,0,G,,S
68,0,male,3,"Bengtsson, Mr. John Viktor",26.0,Mr,Bengtsson,John Viktor,0,0,7.775,0,G,,S
69,0,male,3,"Larsson, Mr. Bengt Edvin",29.0,Mr,Larsson,Bengt Edvin,0,0,7.775,0,G,,S
70,0,male,3,"Gustafsson, Mr. Karl Gideon",19.0,Mr,Gustafsson,Karl Gideon,0,0,7.775,0,G,,S
71,0,male,3,"Birkeland, Mr. Hans Martin Monsen",21.0,Mr,Birkeland,Hans Martin Monsen,0,0,7.775,0,G,,S
72,0,male,3,"Rommetvedt, Mr. Knud Paust",29.0,Mr,Rommetvedt,Knud Paust,0,0,7.775,0,G,,S
73,0,male,3,"Edvardsson, Mr. Gustaf Hjalmar",18.0,Mr,Edvardsson,Gustaf Hjalmar,0,0,7.775,0,G,,S
74,0,male,3,"Johnson, Mr. Malkolm Joackim",33.0,Mr,Johnson,Malkolm Joackim,0,0,7.775,0,G,,S
75,0,male,3,"Eklund, Mr. Hans Linus",16.0,Mr,Eklund,Hans Linus,0,0,7.775,0,G,,S
76,0,male,3,"Johansson, Mr. Karl Johan",31.0,Mr,Johansson,Karl Johan,0,0,7.775,0,G,,S
77,0,male,3,"Svensson, Mr. Johan",74.0,Mr,Svensson,Johan,0,0,7.775,0,G,,S
78,0,male,3,"Petterson, Mr. Johan Emil",25.0,Mr,Petterson,Johan Emil,1,0,7.775,1,G,,S
79,0,male,3,"Crease, Mr. Ernest James",19.0,Mr,Crease,Ernest James,0,0,8.1583,0,G,,S
80,0,male,3,"Willey, Mr. Edward",29.0,Mr,Willey,Edward,0,0,7.55,0,G,,S
81,0,male,3,"Abbing, Mr. Anthony",42.0,Mr,Abbing,Anthony,0,0,7.55,0,G,,S
82,0,male,3,"Olsen, Mr. Karl Siegwart Andreas",42.0,Mr,Olsen,Karl Siegwart Andreas,0,1,8.4042,1,G,,S
83,0,male,3,"Kalvik, Mr. Johannes Halvorsen",21.0,Mr,Kalvik,Johannes Halvorsen,0,0,8.4333,0,G,,S
84,0,male,3,"Gronnestad, Mr. Daniel Danielsen",32.0,Mr,Gronnestad,Daniel Danielsen,0,0,8.3625,0,G,,S
85,0,male,3,"O'Brien, Mr. Timothy",34.0,Mr,O'Brien,Timothy,0,0,7.8292,0,G,,Q
86,0,male,3,"Sadlier, Mr. Matthew",34.0,Mr,Sadlier,Matthew,0,0,7.7292,0,G,,Q
87,0,male,3,"Charters, Mr. David",21.0,Mr,Charters,David,0,0,7.7333,0,G,,Q
88,0,male,3,"O'Connell, Mr. Patrick D",34.0,Mr,O'Connell,Patrick D,0,0,7.7333,0,G,,Q
89,0,male,3,"Kilgannon, Mr. Thomas J",34.0,Mr,Kilgannon,Thomas J,0,0,7.7375,0,G,,Q
90,0,male,3,"Dean, Mr. Bertram Frank",26.0,Mr,Dean,Bertram Frank,1,2,20.575,3,G,,S
91,0,male,3,"Andersson, Mr. Anders Johan",39.0,Mr,Andersson,Anders Johan,1,5,31.275,6,G,,S
92,0,male,3,"Vander Planke, Mr. Leo Edmondus",16.0,Mr,Vander Planke,Leo Edmondus,2,0,18.0,2,G,,S
93,0,male,3,"Arnold-Franchi, Mr. Josef",25.0,Mr,Arnold-Franchi,Josef,1,0,17.8,1,G,,S
94,0,male,3,"Emir, Mr. Farred Chehab",28.0,Mr,Emir,Farred Chehab,0,0,7.225,0,G,,C
95,0,male,3,"Youseff, Mr. Gerious",45.5,Mr,Youseff,Gerious,0,0,7.225,0,G,,C
96,0,male,3,"Attalah, Mr. Sleiman",30.0,Mr,Attalah,Sleiman,0,0,7.225,0,G,,C
97,0,male,3,"Yousif, Mr. Wazli",28.0,Mr,Yousif,Wazli,0,0,7.225,0,G,,C
98,0,male,3,"Lahoud, Mr. Sarkis",28.0,Mr,Lahoud,Sarkis,0,0,7.225,0,G,,C
99,0,male,3,"Boulos, Mr. Hanna",28.0,Mr,Boulos,Hanna,0,0,7.225,0,G,,C
100,0,male,3,"Badt, Mr. Mohamed",40.0,Mr,Badt,Mohamed,0,0,7.225,0,G,,C
101,0,male,3,"Saad, Mr. Khalil",25.0,Mr,Saad,Khalil,0,0,7.225,0,G,,C
102,0,male,3,"Elias, Mr. Dibo",28.0,Mr,Elias,Dibo,0,0,7.225,0,G,,C
103,0,male,3,"Novel, Mr. Mansouer",28.5,Mr,Novel,Mansouer,0,0,7.2292,0,G,,C
104,0,male,3,"Sirayanian, Mr. Orsen",22.0,Mr,Sirayanian,Orsen,0,0,7.2292,0,G,,C
105,0,male,3,"Hanna, Mr. Mansour",23.5,Mr,Hanna,Mansour,0,0,7.2292,0,G,,C
106,0,male,3,"Kassem, Mr. Fared",28.0,Mr,Kassem,Fared,0,0,7.2292,0,G,,C
107,0,male,3,"Toufik, Mr. Nakli",28.0,Mr,Toufik,Nakli,0,0,7.2292,0,G,,C
108,0,male,3,"Doharr, Mr. Tannous",28.0,Mr,Doharr,Tannous,0,0,7.2292,0,G,,C
109,0,male,3,"Ibrahim Shawah, Mr. Yousseff",30.0,Mr,Ibrahim Shawah,Yousseff,0,0,7.2292,0,G,,C
110,0,male,3,"Saad, Mr. Amin",28.0,Mr,Saad,Amin,0,0,7.2292,0,G,,C
111,0,male,3,"Razi, Mr. Raihed",28.0,Mr,Razi,Raihed,0,0,7.2292,0,G,,C
112,0,male,3,"Elias, Mr. Tannous",15.0,Mr,Elias,Tannous,1,1,7.2292,2,G,,C
113,0,male,3,"Elias, Mr. Joseph Jr",17.0,Mr,Elias,Joseph Jr,1,1,7.2292,2,G,,C
114,0,male,3,"Larsson, Mr. August Viktor",29.0,Mr,Larsson,August Viktor,0,0,9.4833,0,G,,S
115,0,male,3,"Kink, Mr. Vincenz",26.0,Mr,Kink,Vincenz,2,0,8.6625,2,G,,S
116,0,male,3,"Smiljanic, Mr. Mile",29.0,Mr,Smiljanic,Mile,0,0,8.6625,0,G,,S
117,0,male,3,"Calic, Mr. Jovo",17.0,Mr,Calic,Jovo,0,0,8.6625,0,G,,S
118,0,male,3,"Dimic, Mr. Jovan",42.0,Mr,Dimic,Jovan,0,0,8.6625,0,G,,S
119,0,male,3,"Cacic, Mr. Luka",38.0,Mr,Cacic,Luka,0,0,8.6625,0,G,,S
120,0,male,3,"Calic, Mr. Petar",17.0,Mr,Calic,Petar,0,0,8.6625,0,G,,S
121,0,male,3,"Oreskovic, Mr. Luka",20.0,Mr,Oreskovic,Luka,0,0,8.6625,0,G,,S
122,0,male,3,"Pasic, Mr. Jakob",21.0,Mr,Pasic,Jakob,0,0,8.6625,0,G,,S
123,0,male,3,"Culumovic, Mr. Jeso",17.0,Mr,Culumovic,Jeso,0,0,8.6625,0,G,,S
124,0,male,3,"Stankovic, Mr. Ivan",33.0,Mr,Stankovic,Ivan,0,0,8.6625,0,G,,C
125,0,male,3,"Johansson, Mr. Gustaf Joel",33.0,Mr,Johansson,Gustaf Joel,0,0,8.6542,0,G,,S
126,0,male,3,"Osen, Mr. Olaf Elon",16.0,Mr,Osen,Olaf Elon,0,0,9.2167,0,G,,S
127,0,male,3,"Berglund, Mr. Karl Ivar Sven",22.0,Mr,Berglund,Karl Ivar Sven,0,0,9.35,0,G,,S
128,0,male,3,"Lennon, Mr. Denis",32.0,Mr,Lennon,Denis,1,0,15.5,1,G,,Q
129,0,male,3,"O'Brien, Mr. Thomas",32.0,Mr,O'Brien,Thomas,1,0,15.5,1,G,,Q
130,0,male,3,"Bourke, Mr. John",40.0,Mr,Bourke,John,1,1,15.5,2,G,,Q
131,0,male,3,"McEvoy, Mr. Michael",34.0,Mr,McEvoy,Michael,0,0,15.5,0,G,,Q
132,0,male,3,"Panula, Mr. Ernesti Arvid",16.0,Mr,Panula,Ernesti Arvid,4,1,39.6875,5,G,,S
133,0,male,3,"Panula, Mr. Jaako Arnold",14.0,Mr,Panula,Jaako Arnold,4,1,39.6875,5,G,,S
134,0,male,3,"Goodwin, Mr. Charles Edward",14.0,Mr,Goodwin,Charles Edward,5,2,46.9,7,G,,S
135,0,male,3,"Skoog, Mr. Wilhelm",40.0,Mr,Skoog,Wilhelm,1,4,27.9,5,G,,S
136,0,male,3,"Chronopoulos, Mr. Apostolos",26.0,Mr,Chronopoulos,Apostolos,1,0,14.4542,1,G,,C
137,0,male,3,"Yasbeck, Mr. Antoni",27.0,Mr,Yasbeck,Antoni,1,0,14.4542,1,G,,C
138,0,male,3,"Gustafsson, Mr. Alfred Ossian",20.0,Mr,Gustafsson,Alfred Ossian,0,0,9.8458,0,G,,S
139,0,male,3,"Dakic, Mr. Branko",19.0,Mr,Dakic,Branko,0,0,10.1708,0,G,,S
140,0,male,3,"van Billiard, Mr. Austin Blyler",40.5,Mr,van Billiard,Austin Blyler,0,2,14.5,2,G,,S
141,0,male,3,"Risien, Mr. Samuel Beard",29.0,Mr,Risien,Samuel Beard,0,0,14.5,0,G,,S
142,0,male,3,"Patchett, Mr. George",19.0,Mr,Patchett,George,0,0,14.5,0,G,,S
143,0,male,3,"Garfirth, Mr. John",29.0,Mr,Garfirth,John,0,0,14.5,0,G,,S
144,0,male,3,"Hansen, Mr. Claus Peter",41.0,Mr,Hansen,Claus Peter,2,0,14.1083,2,G,,S
145,0,male,3,"Burke, Mr. Jeremiah",19.0,Mr,Burke,Jeremiah,0,0,6.75,0,G,,Q
146,0,male,3,"Flynn, Mr. John",34.0,Mr,Flynn,John,0,0,6.95,0,G,,Q
147,0,male,3,"Sage, Mr. Frederick",11.0,Mr,Sage,Frederick,8,2,69.55,10,G,,S
148,0,male,3,"Sage, Mr. George John Jr",11.0,Mr,Sage,George John Jr,8,2,69.55,10,G,,S
149,0,male,3,"Sage, Mr. Douglas Bullen",11.0,Mr,Sage,Douglas Bullen,8,2,69.55,10,G,,S
150,0,male,3,"Cribb, Mr. John Hatfield",44.0,Mr,Cribb,John Hatfield,0,1,16.1,1,G,,S
151,0,male,3,"Bowen, Mr. David John ""Dai""",21.0,Mr,Bowen,"David John ""Dai""",0,0,16.1,0,G,,S
152,0,male,3,"Williams, Mr. Leslie",28.5,Mr,Williams,Leslie,0,0,16.1,0,G,,S
153,0,male,3,"Lobb, Mr. William Arthur",30.0,Mr,Lobb,William Arthur,1,0,16.1,1,G,,S
154,0,male,3,"Thorneycroft, Mr. Percival",27.0,Mr,Thorneycroft,Percival,1,0,16.1,1,G,,S
155,0,male,3,"McNamee, Mr. Neal",24.0,Mr,McNamee,Neal,1,0,16.1,1,G,,S
156,0,male,3,"Backstrom, Mr. Karl Alfred",32.0,Mr,Backstrom,Karl Alfred,1,0,15.85,1,G,,S
157,0,male,3,"Hakkarainen, Mr. Pekka Pietari",28.0,Mr,Hakkarainen,Pekka Pietari,1,0,15.85,1,G,,S
158,0,male,3,"Lindell, Mr. Edvard Bengtsson",36.0,Mr,Lindell,Edvard Bengtsson,1,0,15.55,1,G,,S
159,0,male,3,"Ling, Mr. Lee",28.0,Mr,Ling,Lee,0,0,56.4958,0,G,,S
160,0,male,3,"Lam, Mr. Len",29.0,Mr,Lam,Len,0,0,56.4958,0,G,,S
161,0,male,3,"Leonard, Mr. Lionel",36.0,Mr,Leonard,Lionel,0,0,0.0,0,G,,S
162,0,male,3,"Johnson, Mr. William Cahoone Jr",19.0,Mr,Johnson,William Cahoone Jr,0,0,0.0,0,G,,S
163,0,male,3,"Johnson, Mr. Alfred",49.0,Mr,Johnson,Alfred,0,0,0.0,0,G,,S
164,0,male,3,"Holm, Mr. John Fredrik Alexander",43.0,Mr,Holm,John Fredrik Alexander,0,0,6.45,0,G,,S
165,0,male,3,"Abbott, Mr. Rossmore Edward",16.0,Mr,Abbott,Rossmore Edward,1,1,20.25,2,G,,S
166,0,male,3,"Hagland, Mr. Ingvald Olai Olsen",27.0,Mr,Hagland,Ingvald Olai Olsen,1,0,19.9667,1,G,,S
167,0,male,3,"Hagland, Mr. Konrad Mathias Reiersen",27.0,Mr,Hagland,Konrad Mathias Reiersen,1,0,19.9667,1,G,,S
168,0,male,3,"Davies, Mr. Alfred J",24.0,Mr,Davies,Alfred J,2,0,24.15,2,G,,S
169,0,male,3,"Van Impe, Mr. Jean Baptiste",36.0,Mr,Van Impe,Jean Baptiste,1,1,24.15,2,G,,S
170,0,male,3,"Lester, Mr. James",39.0,Mr,Lester,James,0,0,24.15,0,G,,S
171,0,male,3,"Ryan, Mr. Patrick",34.0,Mr,Ryan,Patrick,0,0,24.15,0,G,,Q
172,0,male,3,"Moran, Mr. Daniel J",32.0,Mr,Moran,Daniel J,1,0,24.15,1,G,,Q
173,0,male,3,"Johnston, Mr. Andrew G",26.0,Mr,Johnston,Andrew G,1,2,23.45,3,G,,S
174,0,male,3,"Hassan, Mr. Houssein G N",11.0,Mr,Hassan,Houssein G N,0,0,18.7875,0,G,,C
175,0,male,3,"Lemberopolous, Mr. Peter L",34.5,Mr,Lemberopolous,Peter L,0,0,6.4375,0,G,,C
176,0,male,3,"Coelho, Mr. Domingos Fernandeo",20.0,Mr,Coelho,Domingos Fernandeo,0,0,7.05,0,C,,S
177,0,male,3,"Ali, Mr. Ahmed",24.0,Mr,Ali,Ahmed,0,0,7.05,0,C,,S
178,0,male,3,"Asim, Mr. Adola",35.0,Mr,Asim,Adola,0,0,7.05,0,C,,S
179,0,male,3,"Goncalves, Mr. Manuel Estanslas",38.0,Mr,Goncalves,Manuel Estanslas,0,0,7.05,0,C,,S
180,0,male,3,"Jardin, Mr. Jose Neto",30.0,Mr,Jardin,Jose Neto,0,0,7.05,0,C,,S
181,0,male,3,"Ali, Mr. William",25.0,Mr,Ali,William,0,0,7.05,0,C,,S
182,0,male,3,"Sutehall, Mr. Henry Jr",25.0,Mr,Sutehall,Henry Jr,0,0,7.05,0,C,,S
183,0,male,3,"Allum, Mr. Owen George",18.0,Mr,Allum,Owen George,0,0,8.3,0,C,,S
184,0,male,3,"Scanlan, Mr. James",35.0,Mr,Scanlan,James,0,0,7.725,0,C,,Q
185,0,male,3,"Odahl, Mr. Nils Martin",23.0,Mr,Odahl,Nils Martin,0,0,9.225,0,C,,S
186,0,male,3,"Olsvigen, Mr. Thor Anderson",20.0,Mr,Olsvigen,Thor Anderson,0,0,9.225,0,C,,S
187,0,male,3,"Samaan, Mr. Youssef",24.0,Mr,Samaan,Youssef,2,0,21.6792,2,C,,C
188,0,male,3,"Olsen, Mr. Henry Margido",28.0,Mr,Olsen,Henry Margido,0,0,22.525,0,C,,S
189,0,male,3,"Karlsson, Mr. Nils August",22.0,Mr,Karlsson,Nils August,0,0,7.5208,0,A,,S
190,0,male,3,"Alexander, Mr. William",26.0,Mr,Alexander,William,0,0,7.8875,0,A,,S
191,0,male,3,"Widegren, Mr. Carl/Charles Peter",51.0,Mr,Widegren,Carl/Charles Peter,0,0,7.75,0,A,,S
192,0,male,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,Mr,Myhrman,Pehr Fabian Oliver Malkolm,0,0,7.75,0,A,,S
193,0,male,3,"Hart, Mr. Henry",36.0,Mr,Hart,Henry,0,0,6.8583,0,A,,Q
194,0,male,3,"Paulner, Mr. Uscher",29.0,Mr,Paulner,Uscher,0,0,8.7125,0,A,,C
195,0,male,3,"Shellard, Mr. Frederick William",31.0,Mr,Shellard,Frederick William,0,0,15.1,0,A,,S
196,0,male,3,"Allen, Mr. William Henry",35.0,Mr,Allen,William Henry,0,0,8.05,0,B,,S
197,0,male,3,"Saundercock, Mr. William Henry",20.0,Mr,Saundercock,William Henry,0,0,8.05,0,B,,S
198,0,male,3,"Cann, Mr. Ernest Charles",21.0,Mr,Cann,Ernest Charles,0,0,8.05,0,B,,S
199,0,male,3,"Rogers, Mr. William John",30.0,Mr,Rogers,William John,0,0,8.05,0,B,,S
200,0,male,3,"Moutal, Mr. Rahamin Haim",30.0,Mr,Moutal,Rahamin Haim,0,0,8.05,0,B,,S
201,0,male,3,"Slocovski, Mr. Selman Francis",30.0,Mr,Slocovski,Selman Francis,0,0,8.05,0,B,,S
202,0,male,3,"Celotti, Mr. Francesco",24.0,Mr,Celotti,Francesco,0,0,8.05,0,B,,S
203,0,male,3,"Christmann, Mr. Emil",29.0,Mr,Christmann,Emil,0,0,8.05,0,B,,S
204,0,male,3,"Shorney, Mr. Charles Joseph",30.0,Mr,Shorney,Charles Joseph,0,0,8.05,0,B,,S
205,0,male,3,"Barton, Mr. David John",22.0,Mr,Barton,David John,0,0,8.05,0,B,,S
206,0,male,3,"Moore, Mr. Leonard Charles",30.0,Mr,Moore,Leonard Charles,0,0,8.05,0,B,,S
207,0,male,3,"Meo, Mr. Alfonzo",55.5,Mr,Meo,Alfonzo,0,0,8.05,0,B,,S
208,0,male,3,"Corn, Mr. Harry",30.0,Mr,Corn,Harry,0,0,8.05,0,B,,S
209,0,male,3,"Green, Mr. George Henry",51.0,Mr,Green,George Henry,0,0,8.05,0,B,,S
210,0,male,3,"Williams, Mr. Howard Hugh ""Harry""",30.0,Mr,Williams,"Howard Hugh ""Harry""",0,0,8.05,0,B,,S
211,0,male,3,"Beavan, Mr. William Thomas",19.0,Mr,Beavan,William Thomas,0,0,8.05,0,B,,S
212,0,male,3,"Adams, Mr. John",26.0,Mr,Adams,John,0,0,8.05,0,B,,S
213,0,male,3,"Peduzzi, Mr. Joseph",30.0,Mr,Peduzzi,Joseph,0,0,8.05,0,B,,S
214,0,male,3,"Morley, Mr. William",34.0,Mr,Morley,William,0,0,8.05,0,B,,S
215,0,male,3,"Maisner, Mr. Simon",30.0,Mr,Maisner,Simon,0,0,8.05,0,B,,S
216,0,male,3,"Rouse, Mr. Richard Henry",50.0,Mr,Rouse,Richard Henry,0,0,8.05,0,B,,S
217,0,male,3,"Somerton, Mr. Francis William",30.0,Mr,Somerton,Francis William,0,0,8.05,0,B,,S
218,0,male,3,"Stanley, Mr. Edward Roland",21.0,Mr,Stanley,Edward Roland,0,0,8.05,0,B,,S
219,0,male,3,"Webber, Mr. James",30.0,Mr,Webber,James,0,0,8.05,0,B,,S
220,0,male,3,"Simmons, Mr. John",30.0,Mr,Simmons,John,0,0,8.05,0,B,,S
221,0,male,3,"Rush, Mr. Alfred George John",16.0,Mr,Rush,Alfred George John,0,0,8.05,0,B,,S
222,0,male,3,"Gilinski, Mr. Eliezer",22.0,Mr,Gilinski,Eliezer,0,0,8.05,0,B,,S
223,0,male,3,"Murdlin, Mr. Joseph",30.0,Mr,Murdlin,Joseph,0,0,8.05,0,B,,S
224,0,male,3,"Torber, Mr. Ernst William",44.0,Mr,Torber,Ernst William,0,0,8.05,0,B,,S
225,0,male,3,"Brocklebank, Mr. William Alfred",35.0,Mr,Brocklebank,William Alfred,0,0,8.05,0,B,,S
226,0,male,3,"Cook, Mr. Jacob",43.0,Mr,Cook,Jacob,0,0,8.05,0,B,,S
227,0,male,3,"Sawyer, Mr. Frederick Charles",24.5,Mr,Sawyer,Frederick Charles,0,0,8.05,0,B,,S
228,0,male,3,"Kelly, Mr. James",44.0,Mr,Kelly,James,0,0,8.05,0,B,,S
229,0,male,3,"Theobald, Mr. Thomas Leonard",34.0,Mr,Theobald,Thomas Leonard,0,0,8.05,0,B,,S
230,0,male,3,"Tomlin, Mr. Ernest Portage",30.5,Mr,Tomlin,Ernest Portage,0,0,8.05,0,B,,S
231,0,male,3,"Sirota, Mr. Maurice",30.0,Mr,Sirota,Maurice,0,0,8.05,0,B,,S
